,sum,count,percent_coverage,sum_cc,count_cc,percent_cc
2023-08-15,232747.49019607814,232775,99.98818180478064,0.0,232775,0.0
2023-08-17,232747.49019607814,232775,99.98818180478064,141925.37647058812,232775,60.97105637228574
2023-08-20,232747.49019607814,232775,99.98818180478064,15185.992156862732,232775,6.5238930971378934
2023-08-22,231576.3725490193,232775,99.48507036796018,141498.28627450945,232775,60.78757868091911
2023-08-25,232747.49019607814,232775,99.98818180478064,121848.60784313732,232775,52.346088644887686
2023-08-27,232747.49019607814,232775,99.98818180478064,0.0,232775,0.0
